kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,depth_duration_ratio,radius_period_ratio,impact_duration_ratio,insol_radius_ratio
3117115,K04964.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,485.91276,0.01563,-0.01563,213.3906,0.0103,-0.0103,0.598,0.0041,-0.5306,2.42,1.2,-1.2,1368.0,379.0,-379.0,3.61,1.32,-0.32,230.0,,,0.66,0.72,-0.18,7.0,1.0,q1_q16_tce,5957.0,164.0,-195.0,4.506,0.04,-0.271,0.937,0.341,-0.084,291.58234,38.29966,15.645,565.2892561983472,0.007429317147382587,0.24710743801652893,0.18282548476454294
3120397,K04965.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,20.5311708,0.0004546,-0.0004546,136.4829,0.018,-0.018,0.547,0.387,-0.332,5.67,0.536,-0.536,284.6,34.9,-34.9,1.39,0.27,-0.11,568.0,,,24.52,15.33,-6.05,9.8,1.0,q1_q17_dr25_tce,5398.0,177.0,-160.0,4.58,0.032,-0.128,0.805,0.157,-0.063,292.30801,38.2906,15.673,50.19400352733687,0.06770193543955125,0.09647266313932981,17.640287769784173
3222680,K04966.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.31164074,1.051e-05,-1.051e-05,132.12133,0.0029,-0.0029,0.252,0.194,-0.251,2.317,0.126,-0.126,488.7,24.8,-24.8,39.73,1.66,-14.92,4074.0,,,65140.27,10541.54,-43990.64,24.6,1.0,q1_q17_dr25_tce,4883.0,84.0,-219.0,2.439,0.035,-0.031,18.427,0.769,-6.918,287.8613,38.372292,13.041,210.91929218817435,17.186926719417478,0.10876132930513595,1639.573873647118
3239171,K04967.01,,CANDIDATE,CANDIDATE,0.609,0,0,0,0,43.581043,0.001988,-0.001988,148.4352,0.0372,-0.0372,0.277,0.183,-0.277,6.883,0.759,-0.759,348.7,45.7,-45.7,1.94,0.59,-0.21,558.0,,,22.89,20.83,-7.28,8.7,1.0,q1_q17_dr25_tce,6225.0,194.0,-237.0,4.45,0.065,-0.195,1.031,0.309,-0.111,292.47034,38.394341,15.63,50.66104896120877,0.044514767579105434,0.04024407961644632,11.79896907216495
4761427,K05085.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,327.063,0.01666,-0.01666,438.3693,0.0299,-0.0299,0.3983,0.0519,-0.3983,8.06,1.8,-1.8,1006.0,181.0,-181.0,2.82,1.06,-0.22,248.0,,,0.89,1.0,-0.22,8.8,1.0,q1_q16_tce,5750.0,166.0,-177.0,4.538,0.028,-0.273,0.882,0.331,-0.068,295.62579,39.824638,15.941,124.81389578163771,0.008622192054741747,0.04941687344913151,0.31560283687943264
4769799,K05086.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,21.92866538,1.096e-05,-1.096e-05,135.528574,0.000418,-0.000418,0.931,0.017,-0.012,9.7526,0.0243,-0.0243,22178.0,52.2,-52.2,65.97,14.47,-9.65,983.0,,,220.41,125.19,-67.34,664.6,1.0,q1_q17_dr25_tce,5001.0,67.0,-60.0,3.469,0.125,-0.137,3.028,0.664,-0.443,297.31741,39.877972,10.946,2274.0602505998404,3.00839101955415,0.09546172302770545,3.34106412005457
4770798,K05087.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,651.07431,0.01577,-0.01577,216.3882,0.0224,-0.0224,0.0343,0.4067,-0.0341,5.603,0.625,-0.625,153.7,26.2,-26.2,1.55,0.59,-0.35,234.0,,,0.71,0.81,-0.32,7.1,1.0,q1_q16_tce,5696.0,156.0,-148.0,4.218,0.207,-0.219,1.261,0.482,-0.28,297.50919,39.88802,12.524,27.431733000178475,0.0023806806322921883,0.006121720506871319,0.4580645161290322
4813750,K05088.01,,CANDIDATE,CANDIDATE,0.627,0,0,0,0,49.1782244,0.0008315,-0.0008315,165.7659,0.0133,-0.0133,0.315,0.127,-0.315,5.8,0.333,-0.333,449.0,54.0,-54.0,1.79,0.37,-0.25,468.0,,,11.32,7.32,-3.9,9.4,1.0,q1_q17_dr25_tce,5674.0,170.0,-170.0,4.473,0.121,-0.148,0.839,0.176,-0.117,283.67819,39.964279,15.527,77.41379310344828,0.036398223438095505,0.05431034482758621,6.324022346368715
4814168,K05089.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,545.54618,0.01399,-0.01399,406.0538,0.0236,-0.0236,0.4307,0.0801,-0.3938,6.944,0.632,-0.632,177.7,20.5,-20.5,2.01,1.02,-0.51,296.0,,,1.82,2.72,-0.92,9.0,1.0,q1_q16_tce,6432.0,149.0,-192.0,4.145,0.215,-0.267,1.476,0.749,-0.374,283.8624,39.9454,11.577,25.59043778801843,0.0036843810362671764,0.06202476958525346,0.9054726368159205
4815612,K05090.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.928420823,3.192e-06,-3.192e-06,131.58805,0.00208,-0.00208,0.818,0.028,-0.033,3.8253,0.0098,-0.0098,191240.0,530.0,-530.0,79.4,24.07,-14.85,1882.0,,,2960.96,2654.04,-1287.69,438.3,1.0,q1_q17_dr25_tce,6615.0,185.0,-254.0,4.257,0.144,-0.192,1.326,0.402,-0.248,284.52118,39.950661,15.175,49993.46456487073,41.173585688874304,0.21383943742974407,37.29168765743073
4819158,K05091.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,328.84846,0.02947,-0.02947,385.9456,0.0413,-0.0413,0.5355,0.5459,-0.313,5.45,1.5,-1.5,901.0,208.0,-208.0,2.23,0.52,-0.17,219.0,,,0.54,0.4,-0.13,6.0,1.0,q1_q16_tce,5382.0,182.0,-147.0,4.603,0.035,-0.129,0.724,0.169,-0.054,286.18781,39.993919,15.876,165.32110091743118,0.006781238993790636,0.09825688073394495,0.242152466367713
4833409,K05092.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,271.790292,0.002987,-0.002987,195.52243,0.0099,-0.0099,0.0142,0.4466,-0.014,2.944,0.365,-0.365,318.4,45.7,-45.7,2.38,1.32,-0.45,354.0,,,3.72,6.24,-1.58,8.1,1.0,q1_q16_tce,6484.0,167.0,-223.0,4.258,0.136,-0.305,1.32,0.734,-0.247,291.10825,39.955681,13.887,108.15217391304347,0.008756751326496974,0.004823369565217392,1.5630252100840338
5946568,K05211.01,,CANDIDATE,CANDIDATE,0.992,0,0,0,0,3.5645249,5.584e-05,-5.584e-05,134.4518,0.0128,-0.0128,0.188,0.286,-0.188,2.062,0.443,-0.443,53.9,7.8,-7.8,0.6,0.06,-0.02,1029.0,,,265.37,81.29,-32.98,8.0,1.0,q1_q17_dr25_tce,5435.0,73.0,-89.0,4.578,0.011,-0.104,0.824,0.093,-0.027,287.00836,41.289101,12.936,26.139670223084387,0.1683253776681431,0.09117361784675074,442.28333333333336
5949765,K05212.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,426.34444,0.02321,-0.02321,464.9081,0.0222,-0.0222,0.032,0.407,-0.0318,14.139,0.86,-0.86,90.2,10.4,-10.4,1.33,0.64,-0.31,314.0,,,2.29,3.24,-1.1,9.7,1.0,q1_q16_tce,6395.0,164.0,-188.0,4.17,0.207,-0.252,1.394,0.665,-0.326,288.37491,41.27457,12.254,6.379517646226749,0.003119543437695587,0.0022632435108564963,1.7218045112781954
5954894,K05213.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,48.2455501,0.0005953,-0.0005953,141.14725,0.00808,-0.00808,0.3106,0.291,-0.3105,1.375,0.334,-0.334,60.5,16.4,-16.4,0.64,0.28,-0.07,449.0,,,9.61,12.67,-2.86,5.0,1.0,q1_q16_tce,5441.0,173.0,-139.0,4.481,0.093,-0.298,0.827,0.356,-0.097,290.0495,41.250359,12.429,44.0,0.013265472124858204,0.2258909090909091,15.015624999999998
5956038,K05214.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,256.846143,0.002845,-0.002845,331.8595,0.00774,-0.00774,99.85,1.102,-35.75,6.289,0.543,-0.543,1706.0,110.0,-110.0,46743.4,21640.0,-15920.0,506.0,,,15.52,20.61,-9.55,14.9,1.0,q1_q16_tce,5208.0,111.0,-158.0,3.321,0.255,-0.302,4.329,2.004,-1.474,290.40628,41.22184,13.93,271.2672920973128,181.9898848938526,15.876927969470504,0.0003320254838116183
5963591,K05215.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,146.931518,0.004532,-0.004532,190.4351,0.027,-0.027,0.99,0.023,-0.703,23.78,2.1,-2.1,257.0,13.7,-13.7,2.89,0.51,-0.29,395.0,,,5.78,2.61,-1.36,19.3,1.0,q1_q17_dr25_tce,6237.0,81.0,-81.0,4.338,0.099,-0.121,1.135,0.198,-0.116,292.88855,41.223728,13.986,10.80740117746005,0.01966902703611896,0.04163162321278385,2.0
5965629,K05216.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,377.311149,0.007296,-0.007296,411.6189,0.0139,-0.0139,0.3818,0.0611,-0.3818,3.33,0.467,-0.467,804.0,140.0,-140.0,2.56,1.08,-0.21,243.0,,,0.83,1.06,-0.21,8.3,1.0,q1_q16_tce,5897.0,169.0,-179.0,4.531,0.031,-0.303,0.891,0.378,-0.071,293.46365,41.290939,15.495,241.44144144144144,0.0067848511945243365,0.11465465465465464,0.32421875
6934045,K05336.01,,CANDIDATE,CANDIDATE,0.502,0,0,0,0,265.741374,0.003384,-0.003384,167.0573,0.016,-0.016,0.652,0.308,-0.431,18.078,0.512,-0.512,273.4,13.9,-13.9,3.24,0.72,-0.95,413.0,,,6.9,4.54,-3.89,21.6,1.0,q1_q17_dr25_tce,6537.0,175.0,-214.0,4.044,0.228,-0.123,1.859,0.411,-0.548,286.79755,42.42091,13.491,15.123354353357671,0.012192305440552137,0.036065936497400156,2.1296296296296298
6939913,K05337.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,470.65357,0.01034,-0.01034,173.647,0.0186,-0.0186,0.1585,0.3081,-0.1585,3.458,0.867,-0.867,985.0,185.0,-185.0,2.99,1.21,-0.27,238.0,,,0.75,0.9,-0.21,8.3,1.0,q1_q16_tce,6039.0,156.0,-198.0,4.493,0.044,-0.293,0.951,0.386,-0.087,289.04572,42.446758,15.07,284.8467322151532,0.006352867991631297,0.04583574320416425,0.2508361204013378
6947062,K05338.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,1,0,309.19347,0.04091,-0.04091,318.487,0.125,-0.125,0.1186,0.3587,-0.1185,23.51,5.1,-5.1,1445.0,268.0,-268.0,3.07,1.24,-0.24,236.0,,,0.73,0.93,-0.18,6.5,1.0,q1_q16_tce,5504.0,193.0,-163.0,4.572,0.027,-0.273,0.819,0.332,-0.064,291.32291,42.42207,15.68,61.46320714589536,0.009929058333605816,0.0050446618460229685,0.23778501628664495
6948815,K05339.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.541530919,2.608e-06,-2.608e-06,131.98454,0.00209,-0.00209,0.759,0.032,-0.032,4.8691,0.0109,-0.0109,213260.0,395.0,-395.0,115.49,30.35,-27.3,2689.0,,,12320.99,9883.0,-6255.66,601.5,1.0,q1_q17_dr25_tce,7631.0,237.0,-316.0,4.059,0.192,-0.157,1.937,0.509,-0.458,291.88705,42.430149,15.348,43798.64862089503,74.91902924329213,0.15588096362777515,106.68447484630704
6952570,K05340.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,122.713036,0.004663,-0.004663,135.2952,0.0263,-0.0263,0.5737,0.003,-0.4888,3.999,0.935,-0.935,290.7,96.1,-96.1,1.79,0.77,-0.17,393.0,,,5.66,7.18,-1.64,6.5,1.0,q1_q16_tce,6244.0,166.0,-214.0,4.46,0.049,-0.298,1.009,0.433,-0.097,293.06,42.402779,15.158,72.69317329332333,0.014586877306173078,0.14346086521630408,3.1620111731843576
7009548,K05341.01,,CANDIDATE,CANDIDATE,0.929,0,0,0,0,15.18575582,4.29e-05,-4.29e-05,144.63985,0.00214,-0.00214,0.474,0.225,-0.352,0.633,0.101,-0.101,256.7,28.8,-28.8,2.26,0.66,-0.49,922.0,,,170.46,143.2,-77.23,11.8,1.0,q1_q17_dr25_tce,6311.0,150.0,-188.0,4.207,0.214,-0.175,1.339,0.394,-0.287,282.29132,42.545509,12.493,405.5292259083728,0.14882367573851848,0.7488151658767772,75.42477876106196
7013635,K05343.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,290.625016,0.007059,-0.007059,349.7098,0.0172,-0.0172,0.0854,0.3574,-0.0851,4.411,0.566,-0.566,147.6,14.2,-14.2,2.86,1.54,-1.53,375.0,,,4.67,7.69,-3.77,10.3,1.0,q1_q16_tce,5195.0,148.0,-156.0,3.735,0.628,-0.34,2.409,1.296,-1.286,284.18527,42.563271,11.098,33.46180004534119,0.009840859673277401,0.019360689186125598,1.632867132867133
3240049,K04968.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.945414866,6.75e-06,-6.75e-06,133.95496,0.00188,-0.00188,0.002,0.848,-0.002,2.702,0.407,-0.407,968.7,46.2,-46.2,38.32,13.68,-4.56,3531.0,,,36765.85,36448.78,-9577.52,47.5,1.0,q1_q17_dr25_tce,4403.0,87.0,-53.0,2.178,0.125,-0.125,12.927,4.615,-1.538,292.68399,38.36573,11.557,358.51221317542564,13.010051807078778,0.0007401924500370097,959.4428496868476
3245638,K04970.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,232.822285,0.002089,-0.002089,253.934,0.00789,-0.00789,1.2469,1.137,-1.006,0.99,1.9,-1.9,22617.0,6381.0,-6381.0,48.88,20.39,-4.36,305.0,,,2.05,2.48,-0.54,8.8,1.0,q1_q16_tce,6106.0,147.0,-177.0,4.487,0.044,-0.299,0.966,0.403,-0.086,294.04364,38.36454,13.122,22845.454545454544,0.20994553850375622,1.2594949494949494,0.04193944353518821
3329985,K04971.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,146.355097,0.003975,-0.003975,226.299,0.0203,-0.0203,0.0515,0.4182,-0.0514,5.034,0.815,-0.815,820.0,150.0,-150.0,0.82,0.14,-0.14,135.0,,,0.08,0.04,-0.03,6.0,1.0,q1_q16_tce,3401.0,50.0,-50.0,4.964,0.06,-0.06,0.29,0.05,-0.05,287.88785,38.49255,15.913,162.89233214143823,0.005602811359552445,0.010230433055224473,0.0975609756097561
3340165,K04972.01,,CANDIDATE,CANDIDATE,0.87,0,0,0,0,26.092284,0.000457,-0.000457,149.1087,0.0136,-0.0136,0.068,0.374,-0.068,6.623,0.368,-0.368,122.4,11.6,-11.6,1.35,0.2,-0.09,717.0,,,62.57,24.83,-10.28,12.2,1.0,q1_q17_dr25_tce,6346.0,76.0,-82.0,4.362,0.035,-0.105,1.214,0.187,-0.075,290.9241,38.438339,13.98,18.48105088328552,0.051739433772834915,0.010267250490714178,46.34814814814815
3341760,K04973.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.523493764,8.78e-07,-8.78e-07,131.6968,0.00139,-0.00139,0.083,0.36,-0.083,0.9015,0.0477,-0.0477,54.0,3.0,-3.0,1.82,0.3,-0.63,3565.0,,,38110.61,18975.22,-23580.71,23.5,1.0,q1_q17_dr25_tce,6122.0,165.0,-165.0,3.791,0.293,-0.098,2.455,0.394,-0.854,291.34595,38.464378,13.085,59.900166389351085,3.476641223179881,0.0920687742651137,20939.895604395602
3341982,K04974.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,514.14221,0.02747,-0.02747,439.365,0.0351,-0.0351,0.1024,0.3763,-0.1024,4.153,0.799,-0.799,1491.0,362.0,-362.0,2.98,1.2,-0.23,198.0,,,0.36,0.46,-0.09,5.8,1.0,q1_q16_tce,5524.0,206.0,-167.0,4.579,0.032,-0.247,0.78,0.315,-0.06,291.39856,38.446381,15.773,359.01757765470745,0.005796061754976313,0.024656874548519146,0.12080536912751677
3355104,K04975.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,47.0628978,0.0002142,-0.0002142,171.94782,0.0036,-0.0036,0.819,0.139,-0.571,1.545,0.13,-0.13,1647.0,142.0,-142.0,4.1,1.18,-0.4,483.0,,,12.9,10.97,-3.69,14.5,1.0,q1_q17_dr25_tce,5838.0,157.0,-192.0,4.529,0.037,-0.2,0.897,0.26,-0.087,294.63104,38.404549,15.706,1066.0194174757282,0.0871174575229832,0.5300970873786408,3.1463414634146347
4840327,K05093.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,26.737139497,7.18e-07,-7.18e-07,146.8472356,2.22e-05,-2.22e-05,0.734,0.0,0.0,4.68919,0.00152,-0.00152,53516.0,17.7,-17.7,29.28,4.69,-3.83,655.0,,,43.59,18.3,-12.59,4731.1,1.0,q1_q17_dr25_tce,5794.0,78.0,-87.0,4.317,0.115,-0.115,1.155,0.185,-0.151,293.13907,39.925739,12.688,11412.63203239792,1.0951059294613517,0.156530232300248,1.4887295081967213
4843751,K05094.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,310.61299,0.01022,-0.01022,267.0451,0.0335,-0.0335,0.1879,0.3507,-0.1879,2.562,0.676,-0.676,920.0,220.0,-220.0,3.04,1.14,-0.29,279.0,,,1.43,1.55,-0.43,6.5,1.0,q1_q16_tce,6063.0,154.0,-227.0,4.47,0.048,-0.271,1.001,0.375,-0.097,294.06229,39.902229,15.503,359.09445745511323,0.009787098730159352,0.07334113973458237,0.47039473684210525
4856592,K05095.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,461.1417,0.008529,-0.008529,388.34717,0.00872,-0.00872,0.0046,0.4402,-0.0044,3.875,0.389,-0.389,382.0,49.1,-49.1,7.1,1.44,-0.22,410.0,,,6.7,4.23,-0.87,9.4,1.0,q1_q16_tce,5071.0,156.0,-92.0,3.222,0.029,-0.031,3.698,0.748,-0.118,296.93536,39.924927,11.372,98.58064516129032,0.015396568993868912,0.0011870967741935484,0.943661971830986
4863260,K05096.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.987069622,3.5205e-05,-3.5205e-05,131.9133173,0.00413,-0.00413,0.2,0.193,-0.207,1.0092,0.142,-0.142,384.8,20.75,-20.75,2.43,0.78,-0.27,2232.0,,,5878.09,5405.33,-1744.55,2.5,1.0,q1_q17_dr25_tce,6602.0,150.0,-201.0,4.354,0.065,-0.195,1.223,0.397,-0.132,298.34821,39.97628,13.114,381.29211256440743,2.4618324238125524,0.19817677368212444,2418.9670781893005
4902673,K05097.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,329.71491,0.08238,-0.08238,347.1667,0.0477,-0.0477,0.0651,0.4247,-0.0649,12.11,3.9,-3.9,337.0,132.0,-132.0,1.39,0.57,-0.12,232.0,,,0.68,0.85,-0.16,6.0,1.0,q1_q16_tce,5576.0,181.0,-143.0,4.56,0.051,-0.242,0.758,0.307,-0.064,283.89719,40.071369,14.576,27.82824112303881,0.004215763248316553,0.005375722543352602,0.48920863309352525
4912650,K05098.01,,CANDIDATE,CANDIDATE,0.923,0,0,0,0,100.345648,0.001295,-0.001295,152.8425,0.0118,-0.0118,0.54,0.003,-0.477,7.939,0.308,-0.308,372.3,28.0,-28.0,1.57,0.11,-0.08,325.0,,,2.62,0.61,-0.45,15.2,1.0,q1_q17_dr25_tce,5180.0,103.0,-103.0,4.548,0.041,-0.054,0.8,0.054,-0.043,288.34174,40.09639,14.855,46.89507494646681,0.015645920189782423,0.06801864214636605,1.6687898089171975
4914221,K05099.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,111.187116,0.002496,-0.002496,195.2257,0.0168,-0.0168,0.8164,0.0042,-0.5721,3.569,0.741,-0.741,110.8,20.8,-20.8,1.51,0.53,-0.39,440.0,,,8.86,9.23,-4.45,7.3,1.0,q1_q16_tce,5806.0,155.0,-142.0,4.168,0.26,-0.223,1.281,0.456,-0.331,288.9306,40.057339,12.709,31.045110675259174,0.013580710196674227,0.22874754833286637,5.8675496688741715
4914399,K05100.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.23708565,4.689e-05,-4.689e-05,132.7235,0.0489,-0.0489,1.222,0.54,-0.173,5.743,0.155,-0.155,803.8,17.8,-17.8,36.31,10.03,-7.33,2174.0,,,5293.07,4346.26,-2412.76,55.3,1.0,q1_q17_dr25_tce,6556.0,185.0,-254.0,4.243,0.17,-0.187,1.324,0.366,-0.267,288.97766,40.010529,14.462,139.96169249521154,29.351241767293963,0.21278077659759706,145.774442302396
5967194,K05217.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,498.24938,0.01564,-0.01564,313.7462,0.016,-0.016,0.1282,0.3461,-0.1279,8.73,0.996,-0.996,522.6,60.8,-60.8,14.02,1.07,-3.48,441.0,,,8.95,2.24,-4.49,11.8,1.0,q1_q16_tce,4949.0,94.0,-155.0,3.136,0.03,-0.03,6.334,0.486,-1.569,293.91647,41.24197,12.519,59.86254295532646,0.028138519710752073,0.01468499427262314,0.6383737517831669
5980354,K05218.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.573020098,4.133e-06,-4.133e-06,132.28063,0.00182,-0.00182,1.184,0.082,-0.059,15.574,0.412,-0.412,292.2,2.2,-2.2,31.6,5.3,-3.1,2113.0,,,4693.57,1975.07,-1076.07,195.5,1.0,q1_q17_dr25_tce,6770.0,70.0,-91.0,4.232,0.067,-0.114,1.449,0.243,-0.142,297.10431,41.219921,9.616,18.762039296263,20.08874523610823,0.07602414280210607,148.53069620253163
5981058,K05219.01,,CANDIDATE,CANDIDATE,0.113,0,0,0,0,27.765596,0.001354,-0.001354,132.0878,0.0304,-0.0304,0.069,0.406,-0.069,19.49,1.1,-1.1,147.6,11.1,-11.1,1.2,0.16,-0.07,605.0,,,31.66,10.66,-5.26,14.2,1.0,q1_q17_dr25_tce,5897.0,70.0,-88.0,4.476,0.028,-0.105,0.999,0.129,-0.059,297.26181,41.255508,15.197,7.5731144176500775,0.04321895341270542,0.003540277065161622,26.383333333333333
5986270,K05220.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,0,1,0,0,1.534679933,1.611e-06,-1.611e-06,132.331163,0.000885,-0.000885,0.108,0.318,-0.108,1.7237,0.0293,-0.0293,456.6,8.3,-8.3,18.39,4.53,-6.79,3570.0,,,38505.56,23492.53,-24441.88,64.6,1.0,q1_q17_dr25_tce,4965.0,45.0,-105.0,2.863,0.195,-0.105,8.834,2.175,-3.262,298.38043,41.296391,12.224,264.8952834019841,11.982954624324263,0.06265591460230899,2093.831430125068
5989391,K05221.01,,FALSE POSITIVE,FALSE POSITIVE,0.371,1,0,0,0,71.59889,0.05874,-0.05874,135.431,0.249,-0.249,0.6496,0.0809,-0.4717,10.53,2.0,-2.0,654.0,208.0,-208.0,4.49,1.74,-1.43,645.0,,,40.96,46.01,-24.09,5.7,1.0,q1_q16_tce,6637.0,163.0,-195.0,4.014,0.3,-0.213,1.662,0.645,-0.53,299.04315,41.233978,10.877,62.10826210826211,0.06271046939414844,0.061690408357075024,9.122494432071269
6021840,K05222.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,367.6758,0.03193,-0.03193,370.244,0.0551,-0.0551,0.0213,0.4275,-0.021,23.5,1.4,-1.4,699.5,70.9,-70.9,2.77,1.42,-0.26,271.0,,,1.27,1.93,-0.37,14.0,1.0,q1_q16_tce,6140.0,156.0,-220.0,4.455,0.043,-0.329,1.048,0.537,-0.098,283.51559,41.335819,15.343,29.76595744680851,0.007533811036788389,0.0009063829787234043,0.4584837545126354
6023571,K05223.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,354.21154,0.0108,-0.0108,218.299,0.0216,-0.0216,0.2007,0.2508,-0.2007,18.594,0.65,-0.65,821.3,43.3,-43.3,8.41,4.56,-1.97,363.0,,,4.12,6.59,-1.9,22.0,1.0,q1_q16_tce,4842.0,111.0,-103.0,3.562,0.184,-0.346,3.035,1.644,-0.711,284.3486,41.319389,13.682,44.170162417984294,0.02374287410285955,0.01079380445304937,0.48989298454221164
6025174,K05224.01,,CANDIDATE,CANDIDATE,0.831,0,0,0,0,171.028691,0.004428,-0.004428,301.7487,0.0224,-0.0224,0.26,0.203,-0.26,11.784,0.641,-0.641,394.2,34.9,-34.9,2.49,0.42,-0.21,376.0,,,4.72,2.03,-0.97,13.1,1.0,q1_q17_dr25_tce,6123.0,73.0,-85.0,4.332,0.051,-0.119,1.252,0.21,-0.105,285.17563,41.342499,14.892,33.45213849287169,0.014558960753549824,0.022063815342837745,1.8955823293172689
3356156,K04976.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,624.90338,0.01789,-0.01789,241.5869,0.0199,-0.0199,0.0703,0.3814,-0.0702,12.169,0.707,-0.707,249.0,24.7,-24.7,2.77,1.9,-0.5,320.0,,,2.48,5.49,-1.11,10.6,1.0,q1_q16_tce,7089.0,213.0,-337.0,4.148,0.11,-0.391,1.729,1.193,-0.31,294.86414,38.480183,13.62,20.461829238228283,0.004432685257679356,0.005776974278905415,0.8953068592057761
3425363,K04977.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,25.5338535,0.0004043,-0.0004043,153.586,0.0139,-0.0139,0.1577,0.4801,-0.1576,2.076,0.562,-0.562,368.0,124.0,-124.0,1.18,0.1,-0.11,410.0,,,6.66,2.2,-1.83,8.3,1.0,q1_q16_tce,4445.0,134.0,-131.0,4.63,0.052,-0.031,0.635,0.055,-0.061,285.5293,38.548141,15.573,177.2639691714836,0.046213157759364444,0.07596339113680155,5.6440677966101696
3428127,K04978.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,339.18998,0.01434,-0.01434,300.2366,0.029,-0.029,0.2222,0.2486,-0.2221,5.117,0.597,-0.597,822.0,124.0,-124.0,2.75,1.09,-0.38,253.0,,,0.96,1.2,-0.32,7.6,1.0,q1_q16_tce,5544.0,192.0,-159.0,4.402,0.12,-0.256,0.966,0.385,-0.133,286.59076,38.5583,15.278,160.64100058628102,0.008107550818570761,0.04342388118037913,0.34909090909090906
3439031,K04980.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.976012511,1.43e-07,-1.43e-07,132.9704424,4.02e-05,-4.02e-05,0.444,0.003,-0.002,6.52033,0.00161,-0.00161,449090.0,70.4,-70.4,79.99,17.41,-9.41,1476.0,,,1119.89,693.98,-339.58,3630.4,1.0,q1_q17_dr25_tce,6572.0,147.0,-180.0,4.408,0.063,-0.147,1.08,0.235,-0.127,290.13269,38.51368,11.287,68875.3483335966,26.878247219841743,0.06809471299765503,14.000375046880862
